"CO_ENTIDADE","NO_ENTIDADE","CO_UF","CO_MUNICIPIO","TP_LOCALIZACAO","QT_PROF","ID"
15128083,"EMEF ALTO ALEGRE",15,1504208,"Rural",3,"EMEF ALTO ALEGRE (15128083)"
15128105,"E M E F ANAJAS",15,1504208,"Rural",3,"E M E F ANAJAS (15128105)"
15128121,"E M E F ARCO IRIS",15,1504208,"Urbana",15,"E M E F ARCO IRIS (15128121)"
15128148,"E M E F JARDIM DA ESPERANCA",15,1504208,"Rural",8,"E M E F JARDIM DA ESPERANCA (15128148)"
15128180,"E M E F PROFESSORA ELIZABETH GOMES BARBOSA",15,1504208,"Rural",7,"E M E F PROFESSORA ELIZABETH GOMES BARBOSA (15128180)"
15128237,"E M E F CASTELO BRANCO",15,1504208,"Rural",2,"E M E F CASTELO BRANCO (15128237)"
15128334,"EMEF JOSE ALVES DE CARVALHO",15,1504208,"Urbana",20,"EMEF JOSE ALVES DE CARVALHO (15128334)"
15128342,"E M E F BASILIO MIGUEL DOS SANTOS",15,1504208,"Urbana",11,"E M E F BASILIO MIGUEL DOS SANTOS (15128342)"
15128350,"E M E F CAMINHO DA LIBERDADE",15,1504208,"Rural",7,"E M E F CAMINHO DA LIBERDADE (15128350)"
15128385,"E M E F FRANCISCO COELHO",15,1504208,"Rural",10,"E M E F FRANCISCO COELHO (15128385)"
15128407,"EMEF ELINDA SIMPLICIO COSTA",15,1504208,"Urbana",20,"EMEF ELINDA SIMPLICIO COSTA (15128407)"
15128415,"EMEF WALQUISE VIANA DA SILVEIRA",15,1504208,"Urbana",27,"EMEF WALQUISE VIANA DA SILVEIRA (15128415)"
15128431,"E M E F JOSE FREIRE DE ALENCAR",15,1504208,"Rural",11,"E M E F JOSE FREIRE DE ALENCAR (15128431)"
15128440,"EMEF JOSE MENDONCA VERGOLINO",15,1504208,"Urbana",19,"EMEF JOSE MENDONCA VERGOLINO (15128440)"
15128539,"EMEF PEDRO CAVALCANTE",15,1504208,"Urbana",13,"EMEF PEDRO CAVALCANTE (15128539)"
15128547,"EMEF PEDRO PERES FONTENELLE",15,1504208,"Urbana",37,"EMEF PEDRO PERES FONTENELLE (15128547)"
15128555,"E M E F PEQUENO PAJE",15,1504208,"Urbana",11,"E M E F PEQUENO PAJE (15128555)"
15128636,"EMEF 21 DE ABRIL",15,1504208,"Rural",2,"EMEF 21 DE ABRIL (15128636)"
15128644,"E M E F BOM JESUS DO RIO PRETO",15,1504208,"Rural",2,"E M E F BOM JESUS DO RIO PRETO (15128644)"
15128695,"E M E F GERALDO LUIZ GONZAGA",15,1504208,"Rural",10,"E M E F GERALDO LUIZ GONZAGA (15128695)"
15128709,"E M E F GETULIO VARGAS",15,1504208,"Rural",5,"E M E F GETULIO VARGAS (15128709)"
15128717,"EMEF JARBAS GONCALVES PASSARINHO",15,1504208,"Urbana",12,"EMEF JARBAS GONCALVES PASSARINHO (15128717)"
15128733,"EMEF TERESA DE CASTRO AQUINO SILVA",15,1504208,"Urbana",18,"EMEF TERESA DE CASTRO AQUINO SILVA (15128733)"
15128768,"E M E F MERCIA LACERDA MIRANDA",15,1504208,"Rural",5,"E M E F MERCIA LACERDA MIRANDA (15128768)"
15128792,"EMEF SAO FRANCISCO",15,1504208,"Urbana",17,"EMEF SAO FRANCISCO (15128792)"
15128814,"E M E F TIO MING",15,1504208,"Urbana",12,"E M E F TIO MING (15128814)"
15128822,"EMEF PAULO UMBELINO FERREIRA",15,1504208,"Urbana",17,"EMEF PAULO UMBELINO FERREIRA (15128822)"
15128865,"NEI DR DEODORO DE MENDONCA",15,1504208,"Urbana",10,"NEI DR DEODORO DE MENDONCA (15128865)"
15128873,"E M E F DR FRANCISCO SOUSA RAMOS",15,1504208,"Urbana",15,"E M E F DR FRANCISCO SOUSA RAMOS (15128873)"
15128881,"E M E F DR JOSE CURSINO DE AZEVEDO",15,1504208,"Urbana",16,"E M E F DR JOSE CURSINO DE AZEVEDO (15128881)"
15128903,"E M E F DRA MARIVALDA F MOTA",15,1504208,"Rural",4,"E M E F DRA MARIVALDA F MOTA (15128903)"
15128997,"EMEF PROFESSORA TEREZINHA DE SOUZA RAMOS",15,1504208,"Urbana",11,"EMEF PROFESSORA TEREZINHA DE SOUZA RAMOS (15128997)"
15129012,"E M E F JERUSALEM",15,1504208,"Rural",5,"E M E F JERUSALEM (15129012)"
15129039,"E M E F JOAO XXIII",15,1504208,"Rural",7,"E M E F JOAO XXIII (15129039)"
15129047,"E M E F JOEL PEREIRA CUNHA",15,1504208,"Rural",14,"E M E F JOEL PEREIRA CUNHA (15129047)"
15129063,"EMEF JULIETA GOMES LEITAO",15,1504208,"Urbana",14,"EMEF JULIETA GOMES LEITAO (15129063)"
15129110,"E M E F TANCREDO NEVES",15,1504208,"Urbana",14,"E M E F TANCREDO NEVES (15129110)"
15129128,"E M E F ADELAIDE MOLINARI",15,1504208,"Rural",16,"E M E F ADELAIDE MOLINARI (15129128)"
15129136,"E M E F MARECHAL RONDON",15,1504208,"Rural",10,"E M E F MARECHAL RONDON (15129136)"
15129152,"E M E F PROFª MIRIAN MOREIRA DOS REIS",15,1504208,"Urbana",12,"E M E F PROFª MIRIAN MOREIRA DOS REIS (15129152)"
15129268,"E M E F PRINCESA ISABEL",15,1504208,"Rural",3,"E M E F PRINCESA ISABEL (15129268)"
15129276,"E M E F PROF RAIMUNDINHO",15,1504208,"Urbana",13,"E M E F PROF RAIMUNDINHO (15129276)"
15129284,"E M E F RUI BARBOSA",15,1504208,"Rural",19,"E M E F RUI BARBOSA (15129284)"
15129330,"E M E F SANTA ROSA",15,1504208,"Rural",4,"E M E F SANTA ROSA (15129330)"
15129390,"EMEF SAO RAIMUNDO I",15,1504208,"Rural",8,"EMEF SAO RAIMUNDO I (15129390)"
15129403,"E M E F 07 DE SETEMBRO",15,1504208,"Rural",3,"E M E F 07 DE SETEMBRO (15129403)"
15129411,"E M E F SILVINO SANTIS",15,1504208,"Urbana",19,"E M E F SILVINO SANTIS (15129411)"
15129420,"EMEF SANTA TEREZINHA",15,1504208,"Rural",3,"EMEF SANTA TEREZINHA (15129420)"
15129438,"E M E F URBANO CANTUARIO",15,1504208,"Rural",7,"E M E F URBANO CANTUARIO (15129438)"
15129489,"EMEF CISNE BRANCO",15,1504208,"Urbana",10,"EMEF CISNE BRANCO (15129489)"
15129500,"E M E F FELIPA SERRAO BOTELHO",15,1504208,"Urbana",10,"E M E F FELIPA SERRAO BOTELHO (15129500)"
15129519,"E M E F SALOME CARVALHO",15,1504208,"Urbana",23,"E M E F SALOME CARVALHO (15129519)"
15146413,"E M E F UNIAO DO POVO",15,1504208,"Rural",7,"E M E F UNIAO DO POVO (15146413)"
15146421,"EMEF PROFESSORA CELIA DE JESUS SILVA PINTO",15,1504208,"Rural",1,"EMEF PROFESSORA CELIA DE JESUS SILVA PINTO (15146421)"
15146693,"E M E F SANTO ANTONIO",15,1504208,"Rural",1,"E M E F SANTO ANTONIO (15146693)"
15146863,"E M E F JEAN PIAGET",15,1504208,"Rural",14,"E M E F JEAN PIAGET (15146863)"
15146898,"ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSORA FATIMA MARIA F GADELHA",15,1504208,"Urbana",16,"ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSORA FATIMA MARIA F GADELHA (15146898)"
15147100,"ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MARCOS FREIRE",15,1504208,"Rural",NA,"ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MARCOS FREIRE (15147100)"
15151298,"EMEF PROFº EVANDRO DOS SANTOS VIANA",15,1504208,"Urbana",21,"EMEF PROFº EVANDRO DOS SANTOS VIANA (15151298)"
15156575,"CENTRO DE APOIO PEDAGOGICO E ATENDIMENTO EDUCACIONAL ESPECIALIZADO IGNACIO BAPTISTA MOURA",15,1504208,"Urbana",5,"CENTRO DE APOIO PEDAGOGICO E ATENDIMENTO EDUCACIONAL ESPECIALIZADO IGNACIO BAPTISTA MOURA (15156575)"
15160106,"EMEF PROFESSORA DORALICE DE ANDRADE VIEIRA",15,1504208,"Urbana",18,"EMEF PROFESSORA DORALICE DE ANDRADE VIEIRA (15160106)"
15161854,"NUCLEO DE EDUCACAO INFANTIL PROFESSORA EUNICE VIEIRA LEMOS SOUSA",15,1504208,"Urbana",10,"NUCLEO DE EDUCACAO INFANTIL PROFESSORA EUNICE VIEIRA LEMOS SOUSA (15161854)"
15161862,"NUCLEO DE EDUCACAO INFANTIL PROFESSOR JOSE DE SOUZA ANDRADE FILHO",15,1504208,"Urbana",13,"NUCLEO DE EDUCACAO INFANTIL PROFESSOR JOSE DE SOUZA ANDRADE FILHO (15161862)"
15162060,"NEI MARIA CLARA MACHADO",15,1504208,"Urbana",14,"NEI MARIA CLARA MACHADO (15162060)"
15164098,"NUCLEO DE EDUCACAO INFANTIL EDIVAN ALVES PEREIRA",15,1504208,"Urbana",9,"NUCLEO DE EDUCACAO INFANTIL EDIVAN ALVES PEREIRA (15164098)"
15164101,"NUCLEO DE EDUCACAO INFANTIL CLARICE LISPECTOR",15,1504208,"Urbana",10,"NUCLEO DE EDUCACAO INFANTIL CLARICE LISPECTOR (15164101)"
15164110,"NUCLEO DE EDUCACAO INFANTIL PROFESSORA MARIA BARBOSA DA SILVA",15,1504208,"Urbana",9,"NUCLEO DE EDUCACAO INFANTIL PROFESSORA MARIA BARBOSA DA SILVA (15164110)"
15164136,"NUCLEO DE EDUCACAO INFANTIL NEUTON MIRANDA",15,1504208,"Urbana",18,"NUCLEO DE EDUCACAO INFANTIL NEUTON MIRANDA (15164136)"
15164144,"NEI TARCILA DO AMARAL",15,1504208,"Urbana",17,"NEI TARCILA DO AMARAL (15164144)"
15164578,"NUCLEO DE EDUCACAO INFANTIL QUEZIA DA SILVA SOUSA",15,1504208,"Rural",17,"NUCLEO DE EDUCACAO INFANTIL QUEZIA DA SILVA SOUSA (15164578)"
15164713,"NEI PROFª IRISMAR FERNANDES DE SOUZA",15,1504208,"Urbana",10,"NEI PROFª IRISMAR FERNANDES DE SOUZA (15164713)"
15165400,"NEI RAIMUNDA OLIVEIRA ROCHA",15,1504208,"Urbana",12,"NEI RAIMUNDA OLIVEIRA ROCHA (15165400)"
15166074,"EMEF RAYARA CARVALHO COSTA",15,1504208,"Urbana",18,"EMEF RAYARA CARVALHO COSTA (15166074)"
15166104,"EMEF PROFª MARILENE CIRQUEIRA RODRIGUES",15,1504208,"Urbana",8,"EMEF PROFª MARILENE CIRQUEIRA RODRIGUES (15166104)"
15166112,"EMEF PROFª MARIA LUZIA DE OLIVEIRA",15,1504208,"Urbana",13,"EMEF PROFª MARIA LUZIA DE OLIVEIRA (15166112)"
15166120,"EMEF PROF MARIA ROSA DOMINGUES SA",15,1504208,"Urbana",13,"EMEF PROF MARIA ROSA DOMINGUES SA (15166120)"
15166147,"EMEF PROF MARIA DO SOCORRO LINHARES RODRIGUES",15,1504208,"Urbana",11,"EMEF PROF MARIA DO SOCORRO LINHARES RODRIGUES (15166147)"
15166171,"EMEF PROFª IZAURA DE FATIMA NOCETI",15,1504208,"Urbana",18,"EMEF PROFª IZAURA DE FATIMA NOCETI (15166171)"
15166198,"EMEF PROFª DINALVA GOMES DE ARRUDA",15,1504208,"Urbana",13,"EMEF PROFª DINALVA GOMES DE ARRUDA (15166198)"
15167852,"EMEF PROFº MARIO ANTONIO ALVES DA SILVA",15,1504208,"Urbana",20,"EMEF PROFº MARIO ANTONIO ALVES DA SILVA (15167852)"
15167860,"NEI PROFª EUNICE RAIMUNDA BRITO DE OLIVEIRA",15,1504208,"Urbana",7,"NEI PROFª EUNICE RAIMUNDA BRITO DE OLIVEIRA (15167860)"
15169715,"EMEF RUAN PABLO DA CONCEICAO MOREIRA",15,1504208,"Rural",15,"EMEF RUAN PABLO DA CONCEICAO MOREIRA (15169715)"
15173577,"NUCLEO DE EDUCACAO INFANTIL LEIR FERNANDES GOMES",15,1504208,"Rural",11,"NUCLEO DE EDUCACAO INFANTIL LEIR FERNANDES GOMES (15173577)"
15173925,"NUCLEO DE EDUCACAO INFANTIL PROF JURANDY DO ROSARIO VARELA",15,1504208,"Urbana",10,"NUCLEO DE EDUCACAO INFANTIL PROF JURANDY DO ROSARIO VARELA (15173925)"
15173933,"NUCLEO DE EDUCACAO INFANTIL DANIEL DA SILVA FRANCO",15,1504208,"Rural",10,"NUCLEO DE EDUCACAO INFANTIL DANIEL DA SILVA FRANCO (15173933)"
15224619,"NEI PROFª MARLUSE FERREIRA DA SILVA",15,1504208,"Urbana",14,"NEI PROFª MARLUSE FERREIRA DA SILVA (15224619)"
15225607,"EMEF PROF ALBERTINA SANDRA MOREIRA DOS REIS",15,1504208,"Urbana",21,"EMEF PROF ALBERTINA SANDRA MOREIRA DOS REIS (15225607)"
15526356,"E M E F MARIA MONTESSORE",15,1504208,"Rural",3,"E M E F MARIA MONTESSORE (15526356)"
15532151,"E M E F CUPUACU",15,1504208,"Rural",8,"E M E F CUPUACU (15532151)"
15532178,"EMEF FLOR DA MATA",15,1504208,"Rural",5,"EMEF FLOR DA MATA (15532178)"
15533301,"NEI CHAPEUZINHO VERMELHO",15,1504208,"Urbana",13,"NEI CHAPEUZINHO VERMELHO (15533301)"
15534707,"E M E F PINGO DE GENTE",15,1504208,"Rural",7,"E M E F PINGO DE GENTE (15534707)"
15534723,"E M E F SOL POENTE",15,1504208,"Rural",9,"E M E F SOL POENTE (15534723)"
15538311,"E M E F SANTA MARIA",15,1504208,"Rural",11,"E M E F SANTA MARIA (15538311)"
15546306,"NUCLEO DE EDUCACAO INFANTIL MONTEIRO LOBATO",15,1504208,"Urbana",14,"NUCLEO DE EDUCACAO INFANTIL MONTEIRO LOBATO (15546306)"
15546314,"NEI CORA CORALINA",15,1504208,"Urbana",10,"NEI CORA CORALINA (15546314)"
15546322,"NUCLEO DE EDUCACAO INFANTIL PROFESSORA MARIA DA CONSOLACAO DE SOUZA",15,1504208,"Urbana",10,"NUCLEO DE EDUCACAO INFANTIL PROFESSORA MARIA DA CONSOLACAO DE SOUZA (15546322)"
15546330,"NUCLEO DE EDUCACAO INFANTIL RAIMUNDO ALMEIDA DOS SANTOS",15,1504208,"Urbana",12,"NUCLEO DE EDUCACAO INFANTIL RAIMUNDO ALMEIDA DOS SANTOS (15546330)"
15546349,"NUCLEO DE EDUCACAO INFANTIL PROFESSOR ANTONIO DE PAULA SILVA",15,1504208,"Urbana",9,"NUCLEO DE EDUCACAO INFANTIL PROFESSOR ANTONIO DE PAULA SILVA (15546349)"
15546357,"NEI ARCO IRIS",15,1504208,"Urbana",14,"NEI ARCO IRIS (15546357)"
15546373,"NEI IZABEL FRANCISCA DO NASCIMENTO",15,1504208,"Urbana",11,"NEI IZABEL FRANCISCA DO NASCIMENTO (15546373)"
15546390,"NUCLEO DE EDUCACAO INFANTIL OLAVO BILAC",15,1504208,"Urbana",22,"NUCLEO DE EDUCACAO INFANTIL OLAVO BILAC (15546390)"
15546403,"NUC EDUC INFANTIL CARLOS DRUMMOND DE ANDRADE",15,1504208,"Urbana",12,"NUC EDUC INFANTIL CARLOS DRUMMOND DE ANDRADE (15546403)"
15546411,"E M E F CLARA NUNES",15,1504208,"Rural",4,"E M E F CLARA NUNES (15546411)"
15546446,"E M E F HERBERT DE SOUZA",15,1504208,"Rural",7,"E M E F HERBERT DE SOUZA (15546446)"
15546454,"NUC EDUC INFANTIL ANTONIO MONTEIRO",15,1504208,"Rural",8,"NUC EDUC INFANTIL ANTONIO MONTEIRO (15546454)"
15546500,"E M E F DARCI RIBEIRO II",15,1504208,"Rural",5,"E M E F DARCI RIBEIRO II (15546500)"
15546659,"E M E F 1º DE MAIO",15,1504208,"Rural",5,"E M E F 1º DE MAIO (15546659)"
15546691,"E M E F JOAO BATISTA",15,1504208,"Rural",3,"E M E F JOAO BATISTA (15546691)"
15546756,"E M E F MARIA CATARINA",15,1504208,"Rural",3,"E M E F MARIA CATARINA (15546756)"
15547000,"E M E F PEDRO VALLE",15,1504208,"Rural",6,"E M E F PEDRO VALLE (15547000)"
15547086,"E M E F VITORIA",15,1504208,"Rural",5,"E M E F VITORIA (15547086)"
15550052,"EMEF PROF DARCY RIBEIRO",15,1504208,"Urbana",23,"EMEF PROF DARCY RIBEIRO (15550052)"
15550141,"EMEF CASA BRANCA",15,1504208,"Rural",1,"EMEF CASA BRANCA (15550141)"
15550150,"E M E F CASTRO ALVES",15,1504208,"Rural",13,"E M E F CASTRO ALVES (15550150)"
15550168,"E M E F TAPIRAPE",15,1504208,"Rural",9,"E M E F TAPIRAPE (15550168)"
15550184,"EMEF PROFª JOSINEIDE DA SILVA TAVARES",15,1504208,"Urbana",20,"EMEF PROFª JOSINEIDE DA SILVA TAVARES (15550184)"
15550192,"EMEF VIRGEM DE NAZARE",15,1504208,"Rural",6,"EMEF VIRGEM DE NAZARE (15550192)"
15550206,"E M E F SERRA AZUL",15,1504208,"Rural",5,"E M E F SERRA AZUL (15550206)"
15550214,"E M E F DIAMANTE DO ITACAIUNAS",15,1504208,"Rural",10,"E M E F DIAMANTE DO ITACAIUNAS (15550214)"
15550222,"E M E F CARLOS LEITAO",15,1504208,"Rural",2,"E M E F CARLOS LEITAO (15550222)"
15550230,"E M E F RAIO DE SOL",15,1504208,"Rural",2,"E M E F RAIO DE SOL (15550230)"
15550249,"E M E F PARAISO DO SABER",15,1504208,"Rural",2,"E M E F PARAISO DO SABER (15550249)"
15550257,"E M E F BRASIL NOVO",15,1504208,"Rural",3,"E M E F BRASIL NOVO (15550257)"
15551407,"E M E F FAMILIA AGRICOLA DA REGIAO DE MARABA",15,1504208,"Rural",10,"E M E F FAMILIA AGRICOLA DA REGIAO DE MARABA (15551407)"
15551458,"NEI CECILIA MEIRELES",15,1504208,"Urbana",13,"NEI CECILIA MEIRELES (15551458)"
15551679,"NUC EDUC INFANTIL ANTONIO RIBEIRO",15,1504208,"Rural",11,"NUC EDUC INFANTIL ANTONIO RIBEIRO (15551679)"
15554970,"E M E F ESTRELA DALVA",15,1504208,"Rural",3,"E M E F ESTRELA DALVA (15554970)"
15554996,"E M E F RIO SORORO",15,1504208,"Rural",5,"E M E F RIO SORORO (15554996)"
15555046,"E M E F ESCADA ALTA",15,1504208,"Rural",6,"E M E F ESCADA ALTA (15555046)"
15555054,"E M E F AGUA AZUL",15,1504208,"Rural",2,"E M E F AGUA AZUL (15555054)"
15558797,"E M E F CEDRINHO",15,1504208,"Rural",7,"E M E F CEDRINHO (15558797)"
15558800,"EMEF IRMA THEODORA",15,1504208,"Urbana",24,"EMEF IRMA THEODORA (15558800)"
15558819,"EMEF AYRTON SENNA",15,1504208,"Rural",8,"EMEF AYRTON SENNA (15558819)"
15558835,"E M E F PONTA DE PEDRA",15,1504208,"Rural",5,"E M E F PONTA DE PEDRA (15558835)"
15558843,"E M E F MARAVILHA",15,1504208,"Rural",7,"E M E F MARAVILHA (15558843)"
15558878,"E M E F ULISSES GUIMARAES",15,1504208,"Rural",NA,"E M E F ULISSES GUIMARAES (15558878)"
15558886,"E M E F SANTA RITA",15,1504208,"Rural",5,"E M E F SANTA RITA (15558886)"
15558894,"E M E F EDIMAR PEREIRA DA SILVA",15,1504208,"Rural",5,"E M E F EDIMAR PEREIRA DA SILVA (15558894)"
15558908,"E M E F OLAVO BILAC",15,1504208,"Rural",8,"E M E F OLAVO BILAC (15558908)"
15559769,"E M E F PEQUENO PRINCIPE",15,1504208,"Urbana",18,"E M E F PEQUENO PRINCIPE (15559769)"
15559777,"EMEF RIO TOCANTINS",15,1504208,"Urbana",23,"EMEF RIO TOCANTINS (15559777)"
15560163,"E M E F PROF RAIMUNDO GOMES",15,1504208,"Rural",18,"E M E F PROF RAIMUNDO GOMES (15560163)"
15561100,"EMEF ANIZIO TEIXEIRA",15,1504208,"Urbana",18,"EMEF ANIZIO TEIXEIRA (15561100)"
15561259,"E M E F PROF PAULO FREIRE",15,1504208,"Urbana",20,"E M E F PROF PAULO FREIRE (15561259)"
15561267,"E M E F ACY DE JESUS NEVES DE BARROS PEREIRA",15,1504208,"Urbana",17,"E M E F ACY DE JESUS NEVES DE BARROS PEREIRA (15561267)"
15561275,"EMEF PROFª ONEIDE DE SOUZA TAVARES",15,1504208,"Urbana",21,"EMEF PROFª ONEIDE DE SOUZA TAVARES (15561275)"
15561330,"EMEF TEREZA DONATO DE ARAUJO - CEEJA",15,1504208,"Urbana",42,"EMEF TEREZA DONATO DE ARAUJO - CEEJA (15561330)"
15563707,"E M E F PROF MARIA DAS NEVES SILVA",15,1504208,"Rural",13,"E M E F PROF MARIA DAS NEVES SILVA (15563707)"
15569861,"E M E F DR RENATO VELOSO",15,1504208,"Rural",7,"E M E F DR RENATO VELOSO (15569861)"
15570010,"E M E F MARINANES LOPES SOARES",15,1504208,"Rural",0,"E M E F MARINANES LOPES SOARES (15570010)"
15570037,"E M E F CARLOS MARIGHELLA",15,1504208,"Rural",19,"E M E F CARLOS MARIGHELLA (15570037)"
15573869,"E M E F BOA VISTA",15,1504208,"Rural",2,"E M E F BOA VISTA (15573869)"
15573877,"E M E F NOVA ESPERANCA",15,1504208,"Rural",3,"E M E F NOVA ESPERANCA (15573877)"
15574083,"EMEF PROFº ADAO MACHADO DA SILVA",15,1504208,"Rural",19,"EMEF PROFº ADAO MACHADO DA SILVA (15574083)"
15574091,"EMEF PROFESSORA YEDA CARVALHO DA SILVA",15,1504208,"Rural",10,"EMEF PROFESSORA YEDA CARVALHO DA SILVA (15574091)"
15576434,"EMEF DR GERALDO MENDES DE CASTRO VELOSO",15,1504208,"Urbana",21,"EMEF DR GERALDO MENDES DE CASTRO VELOSO (15576434)"
15576442,"E M E F GONCALVES DIAS",15,1504208,"Rural",3,"E M E F GONCALVES DIAS (15576442)"
15579700,"NUC DE EDUC INFANTIL RAFAEL BARBOSA FERNANDES",15,1504208,"Urbana",15,"NUC DE EDUC INFANTIL RAFAEL BARBOSA FERNANDES (15579700)"
15579719,"NUCLEO DE EDUCACAO INFANTIL SAO FELIX",15,1504208,"Urbana",13,"NUCLEO DE EDUCACAO INFANTIL SAO FELIX (15579719)"
15579727,"EMEF RACHEL DE QUEIROZ",15,1504208,"Rural",9,"EMEF RACHEL DE QUEIROZ (15579727)"
15583597,"E M E F PROFª MARIA AMELIA SOARES OLIVEIRA",15,1504208,"Urbana",12,"E M E F PROFª MARIA AMELIA SOARES OLIVEIRA (15583597)"
15587932,"NUCLEO DE EDUCACAO INFANTIL DAVID ABREU DE SOUSA",15,1504208,"Urbana",18,"NUCLEO DE EDUCACAO INFANTIL DAVID ABREU DE SOUSA (15587932)"
15587940,"NEI ALZIRA BOA VISTA",15,1504208,"Urbana",10,"NEI ALZIRA BOA VISTA (15587940)"
15587959,"NEI FERNANDO PESSOA",15,1504208,"Urbana",13,"NEI FERNANDO PESSOA (15587959)"
15587967,"E M E F BOA ESPERANCA II",15,1504208,"Rural",7,"E M E F BOA ESPERANCA II (15587967)"
15590330,"EMEF MARIA DAS GRACAS RIBEIRO SOUSA",15,1504208,"Urbana",13,"EMEF MARIA DAS GRACAS RIBEIRO SOUSA (15590330)"
15995984,"E M E F PROFESSOR JOSE FLAVIO ALVES DE LIMA",15,1504208,"Urbana",21,"E M E F PROFESSOR JOSE FLAVIO ALVES DE LIMA (15995984)"
16000030,"ESC EST IVANILDO FORTES DA SILVA",16,1600204,"Rural",9,"ESC EST IVANILDO FORTES DA SILVA (16000030)"
16000048,"ESC EST AMARO BRASILINO DE F FILHO",16,1600204,"Urbana",11,"ESC EST AMARO BRASILINO DE F FILHO (16000048)"
16000064,"ESC EST PROF SILVIO ELITO DE LIMA SANTOS",16,1600204,"Urbana",21,"ESC EST PROF SILVIO ELITO DE LIMA SANTOS (16000064)"
16000080,"ESC EST JOSE RODRIGUES CORDEIRO",16,1600204,"Urbana",12,"ESC EST JOSE RODRIGUES CORDEIRO (16000080)"
16000161,"ESC EST VILA DE CUNANI",16,1600204,"Rural",NA,"ESC EST VILA DE CUNANI (16000161)"
16000170,"ESC EST JUVENAL GUIMARAES TEIXEIRA",16,1600204,"Rural",7,"ESC EST JUVENAL GUIMARAES TEIXEIRA (16000170)"
16000188,"ESC INDIGENA EST JOSE NARCISO",16,1600501,"Rural",1,"ESC INDIGENA EST JOSE NARCISO (16000188)"
16000196,"ESC INDIGENA EST MARIA CATARINA NUNES",16,1600501,"Rural",1,"ESC INDIGENA EST MARIA CATARINA NUNES (16000196)"
16000200,"ESC INDIGENA EST MOISES IAPARRA5022019",16,1600501,"Rural",3,"ESC INDIGENA EST MOISES IAPARRA5022019 (16000200)"
16000242,"ESC INDIGENA EST SAO SEBASTIAO DO ACAIZAL",16,1600501,"Rural",2,"ESC INDIGENA EST SAO SEBASTIAO DO ACAIZAL (16000242)"
16000250,"ESC INDIGENA EST FELINTO MORAES",16,1600501,"Rural",1,"ESC INDIGENA EST FELINTO MORAES (16000250)"
16000269,"ESC INDIGENA EST JOAO TEODORO FORTE",16,1600501,"Rural",5,"ESC INDIGENA EST JOAO TEODORO FORTE (16000269)"
16000277,"ESC INDIGENA EST GABRIEL DOS ANJOS",16,1600501,"Rural",3,"ESC INDIGENA EST GABRIEL DOS ANJOS (16000277)"
16000285,"ESC INDIGENA EST SAO JOSE",16,1600501,"Rural",2,"ESC INDIGENA EST SAO JOSE (16000285)"
16000293,"ESC INDIGENA EST JOAO BATISTA MACIAL",16,1600501,"Rural",3,"ESC INDIGENA EST JOAO BATISTA MACIAL (16000293)"
16000307,"ESC EST JOAQUIM CAETANO DA SILVA",16,1600501,"Urbana",31,"ESC EST JOAQUIM CAETANO DA SILVA (16000307)"
16000315,"ESC EST JOAQUIM NABUCO",16,1600501,"Urbana",23,"ESC EST JOAQUIM NABUCO (16000315)"
16000323,"ESC INDIGENA EST JORGE IAPARRA",16,1600501,"Rural",5,"ESC INDIGENA EST JORGE IAPARRA (16000323)"
16000331,"ESC INDIGENA EST CAMILO NARCISO",16,1600501,"Rural",9,"ESC INDIGENA EST CAMILO NARCISO (16000331)"
16000340,"ESC INDIGENA EST LEIDE DOS SANTOS",16,1600501,"Rural",3,"ESC INDIGENA EST LEIDE DOS SANTOS (16000340)"
16000366,"ESC INDIGENA EST SAO RAIMUNDO",16,1600501,"Rural",1,"ESC INDIGENA EST SAO RAIMUNDO (16000366)"
16000382,"ESC INDIGENA EST YANAWA",16,1600501,"Rural",2,"ESC INDIGENA EST YANAWA (16000382)"
16000390,"ESC INDIGENA EST ENCRUZO",16,1600501,"Rural",NA,"ESC INDIGENA EST ENCRUZO (16000390)"
16000587,"ESC EST DUQUE DE CAXIAS",16,1600501,"Rural",10,"ESC EST DUQUE DE CAXIAS (16000587)"
16000617,"ESC EST VILA VELHA",16,1600501,"Rural",3,"ESC EST VILA VELHA (16000617)"
16000625,"ESC INDIGENA EST MANOEL PRIMO DOS SANTOS",16,1600501,"Rural",1,"ESC INDIGENA EST MANOEL PRIMO DOS SANTOS (16000625)"
16000641,"ESC EST VEIGA CABRAL",16,1600105,"Urbana",18,"ESC EST VEIGA CABRAL (16000641)"
16000676,"ESC EST BOM JESUS DO ARAGUARI",16,1600105,"Rural",2,"ESC EST BOM JESUS DO ARAGUARI (16000676)"
16000684,"ESC EST ROZENDO NASCIMENTO FILHO",16,1600105,"Rural",6,"ESC EST ROZENDO NASCIMENTO FILHO (16000684)"
16000706,"ESC EST PROF MARIA ESMERALDA MARTINS DE MOURA",16,1600105,"Urbana",13,"ESC EST PROF MARIA ESMERALDA MARTINS DE MOURA (16000706)"
16000722,"ESC EST SAO RAIMUNDO DO ARAGUARI",16,1600105,"Rural",1,"ESC EST SAO RAIMUNDO DO ARAGUARI (16000722)"
